Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
406,74.5,184.5,29,15
406,0.5,176.5,34,17
406,561.5,165.5,27,17
406,107.5,159.5,45,19
406,520.5,153.5,23,18
406,48.5,136.5,21,17
406,143.5,113.5,47,17
407,9.5,446.5,42,26
407,118.5,439.5,61,28
407,362.5,417.5,52,30
407,275.5,410.5,39,18
407,317.5,406.5,32,23
407,602.5,395.5,71,39
407,86.5,391.5,48,16
407,549.5,384.5,50,25
407,261.5,384.5,56,16
407,220.5,372.5,24,21
407,447.5,365.5,84,35
407,134.5,365.5,60,19
407,362.5,355.5,38,20
407,461.5,335.5,35,19
407,286.5,329.5,31,16
407,327.5,298.5,21,19
407,504.5,295.5,31,22
407,545.5,291.5,58,30
407,652.5,281.5,63,24
407,354.5,278.5,83,38
407,436.5,275.5,61,34
407,377.5,269.5,57,21
407,627.5,252.5,26,15
407,592.5,239.5,27,31
407,658.5,234.5,24,18
407,568.5,217.5,24,20
407,612.5,210.5,36,24
407,682.5,208.5,24,15
407,684.5,183.5,21,17
407,691.5,152.5,29,20
408,611.5,367.5,23,16
408,524.5,346.5,30,19
408,209.5,225.5,29,16
409,631.5,460.5,87,20
409,0.5,436.5,57,44
409,74.5,408.5,66,62
409,521.5,390.5,40,59
409,221.5,345.5,124,62
409,91.5,296.5,110,51
409,66.5,284.5,62,32
409,264.5,278.5,71,54
409,532.5,266.5,84,80
409,9.5,262.5,71,37
409,186.5,252.5,46,31
409,538.5,246.5,31,20
409,229.5,219.5,37,18
409,699.5,211.5,21,18
409,190.5,206.5,31,19
409,478.5,192.5,92,45
409,12.5,190.5,29,15
409,555.5,179.5,30,19
409,203.5,177.5,67,31
409,88.5,176.5,81,25
409,366.5,172.5,73,18
409,292.5,170.5,71,28
409,661.5,166.5,46,15
409,44.5,163.5,46,18
409,0.5,157.5,53,30
409,91.5,135.5,93,40
409,301.5,129.5,44,24
409,83.5,125.5,30,16
409,507.5,123.5,46,17
409,618.5,121.5,50,27
409,653.5,114.5,67,18
409,559.5,113.5,44,19
409,372.5,112.5,39,16
409,456.5,108.5,27,17
409,253.5,99.5,87,17
409,504.5,86.5,56,35
409,381.5,85.5,76,29
411,538.5,318.5,45,26
411,91.5,302.5,49,30
411,360.5,297.5,58,49
411,226.5,295.5,46,23
411,605.5,243.5,49,20
412,50.5,402.5,28,21
412,246.5,375.5,146,65
412,259.5,321.5,34,30
412,165.5,290.5,28,18
412,510.5,275.5,43,21
412,295.5,251.5,37,27
412,414.5,236.5,27,18
412,672.5,228.5,20,17
412,285.5,186.5,35,15
413,615.5,447.5,24,19
413,468.5,445.5,43,26
413,323.5,428.5,65,52
413,491.5,422.5,22,17
413,585.5,392.5,31,25
413,581.5,371.5,30,15
413,395.5,354.5,83,55
413,455.5,332.5,26,17
413,195.5,261.5,61,58
413,304.5,244.5,22,17
413,166.5,172.5,28,23
413,129.5,111.5,20,18
414,444.5,456.5,56,24
414,85.5,431.5,41,34
414,187.5,417.5,60,49
414,474.5,381.5,89,85
414,417.5,354.5,59,31
414,6.5,338.5,39,18
414,180.5,311.5,46,28
414,87.5,309.5,32,26
414,24.5,309.5,39,17
414,247.5,297.5,36,23
414,0.5,265.5,58,36
414,636.5,253.5,65,40
414,79.5,242.5,49,50
414,480.5,237.5,48,19
414,136.5,234.5,65,45
414,592.5,232.5,46,31
414,255.5,208.5,27,16
414,243.5,188.5,60,25
414,528.5,178.5,34,23
414,225.5,177.5,23,19
414,601.5,175.5,46,24
414,462.5,166.5,36,18
414,330.5,162.5,27,16
414,560.5,156.5,31,21
414,517.5,148.5,33,22
414,428.5,146.5,83,20
414,542.5,127.5,38,20
414,334.5,125.5,20,16
414,597.5,119.5,27,15
414,553.5,103.5,56,16
414,520.5,103.5,31,16
414,480.5,103.5,28,16
414,555.5,83.5,24,17
415,15.5,392.5,84,88
415,336.5,386.5,59,37
415,545.5,376.5,48,35
415,147.5,369.5,142,111
415,686.5,349.5,30,18
415,19.5,348.5,33,17
415,622.5,345.5,20,15
415,218.5,311.5,42,25
415,380.5,302.5,31,21
415,653.5,295.5,43,24
415,468.5,295.5,38,19
415,680.5,292.5,25,15
415,18.5,288.5,57,25
415,584.5,279.5,39,16
415,0.5,265.5,41,22
415,431.5,258.5,29,15
415,206.5,212.5,40,19
415,150.5,183.5,33,16
416,25.5,423.5,61,49
416,174.5,394.5,104,86
416,75.5,359.5,34,21
416,31.5,310.5,21,22
416,601.5,299.5,90,75
416,510.5,280.5,81,37
416,276.5,216.5,48,24
416,215.5,215.5,29,21
416,359.5,200.5,46,29
416,271.5,166.5,25,19
416,419.5,140.5,32,23
416,596.5,127.5,45,22
416,655.5,122.5,46,22
416,513.5,101.5,54,22
417,428.5,396.5,97,79
417,684.5,395.5,21,20
417,696.5,294.5,24,34
417,28.5,248.5,51,37
417,0.5,218.5,41,35
417,0.5,180.5,40,33
417,437.5,169.5,57,27
417,63.5,136.5,29,20
417,627.5,126.5,38,17
417,213.5,125.5,32,17
417,380.5,123.5,35,20
417,30.5,122.5,26,16
417,139.5,117.5,35,18
417,61.5,113.5,29,20
417,45.5,100.5,21,16
417,459.5,98.5,35,25
417,196.5,87.5,32,16
417,141.5,73.5,31,15
417,463.5,31.5,26,18
417,530.5,16.5,21,15
418,640.5,460.5,32,20
418,290.5,434.5,39,29
418,242.5,420.5,29,18
418,110.5,417.5,21,23
418,493.5,393.5,63,37
418,185.5,384.5,32,21
418,266.5,383.5,26,21
418,459.5,379.5,57,36
418,324.5,371.5,54,29
418,233.5,367.5,53,19
418,301.5,337.5,29,18
418,338.5,336.5,33,30
418,382.5,335.5,31,20
418,418.5,331.5,28,15
418,647.5,315.5,32,29
418,386.5,304.5,32,19
418,530.5,299.5,39,36
418,467.5,298.5,22,16
418,459.5,288.5,27,18
418,632.5,258.5,39,31
418,544.5,248.5,45,41
418,601.5,228.5,52,25
418,550.5,219.5,52,30
418,608.5,177.5,44,36
418,698.5,173.5,22,36
418,652.5,171.5,24,18
419,555.5,196.5,46,43
419,542.5,169.5,50,29
419,664.5,61.5,27,16
420,502.5,436.5,117,44
420,0.5,391.5,56,76
420,602.5,377.5,118,94
420,531.5,323.5,69,31
420,0.5,319.5,20,16
420,616.5,317.5,90,73
420,647.5,278.5,73,61
420,139.5,270.5,28,15
420,64.5,250.5,34,24
420,3.5,247.5,46,27
420,314.5,238.5,38,17
420,178.5,229.5,38,18
420,606.5,225.5,46,27
420,643.5,220.5,77,17
420,554.5,220.5,20,71
420,295.5,220.5,31,15
420,209.5,220.5,51,16
420,366.5,218.5,37,51
420,60.5,209.5,78,34
420,639.5,205.5,41,16
420,276.5,194.5,41,16
420,535.5,173.5,36,51
420,272.5,173.5,44,18
421,645.5,424.5,55,56
421,490.5,379.5,60,46
421,211.5,345.5,85,83
421,104.5,333.5,89,79
421,684.5,326.5,36,38
421,484.5,293.5,77,64
421,175.5,269.5,24,22
421,594.5,251.5,35,26
421,690.5,246.5,24,19
421,420.5,244.5,61,38
421,629.5,241.5,23,20
421,639.5,219.5,22,16
421,528.5,192.5,79,31
421,482.5,181.5,54,55
421,651.5,177.5,53,28
421,690.5,175.5,30,23
421,441.5,173.5,35,29
421,104.5,162.5,57,45
421,497.5,160.5,29,19
421,35.5,158.5,40,33
421,1.5,124.5,43,21
421,48.5,121.5,51,25
421,422.5,107.5,87,38
421,357.5,106.5,36,15
421,172.5,102.5,28,15
421,531.5,98.5,26,17
421,470.5,76.5,26,22
421,416.5,74.5,29,15
421,332.5,68.5,51,28
421,109.5,64.5,34,15
421,315.5,53.5,24,15
421,67.5,13.5,29,15
421,17.5,8.5,48,15
421,528.5,0.5,192,90
422,401.5,449.5,71,31
422,330.5,434.5,69,37
422,642.5,424.5,25,18
422,674.5,421.5,27,20
422,426.5,411.5,40,29
422,234.5,411.5,39,37
422,416.5,391.5,34,18
422,580.5,383.5,44,27
422,466.5,380.5,27,18
422,65.5,374.5,86,51
422,164.5,369.5,66,33
422,614.5,361.5,22,15
422,222.5,355.5,43,27
422,420.5,341.5,21,15
422,312.5,328.5,34,18
422,0.5,328.5,26,28
422,452.5,326.5,32,24
422,102.5,326.5,43,25
422,78.5,301.5,42,19
422,454.5,296.5,44,20
422,112.5,285.5,78,35
422,377.5,275.5,38,19
422,341.5,274.5,35,18
422,216.5,273.5,27,16
422,87.5,258.5,30,16
422,11.5,241.5,35,16
422,234.5,228.5,34,20
422,0.5,215.5,29,18
422,168.5,214.5,31,18
422,198.5,212.5,27,15
422,7.5,196.5,38,22
423,527.5,426.5,133,54
423,256.5,352.5,36,25
423,55.5,297.5,93,76
423,154.5,244.5,37,36
423,64.5,227.5,54,48
423,27.5,220.5,35,32
423,668.5,217.5,52,35
423,319.5,211.5,103,91
423,172.5,196.5,45,30
423,93.5,193.5,37,30
423,161.5,185.5,22,17
423,15.5,185.5,30,23
423,100.5,174.5,24,18
423,162.5,154.5,32,22
423,79.5,152.5,24,16
423,577.5,145.5,63,32
423,360.5,138.5,46,25
423,195.5,136.5,25,16
423,168.5,131.5,27,20
423,443.5,97.5,41,16
423,626.5,96.5,40,21
423,202.5,94.5,43,18
423,374.5,83.5,31,25
423,310.5,83.5,31,15
423,594.5,75.5,37,17
423,651.5,74.5,55,29
423,332.5,56.5,24,18
423,397.5,35.5,46,19
423,634.5,23.5,34,16
423,591.5,19.5,27,15
423,531.5,16.5,38,23
425,237.5,374.5,90,72
425,90.5,234.5,33,18
426,631.5,387.5,63,36
426,344.5,332.5,33,20
426,686.5,327.5,34,20
426,564.5,287.5,42,19
426,397.5,281.5,27,16
426,278.5,279.5,23,19
426,661.5,267.5,39,22
426,472.5,189.5,21,15
427,137.5,386.5,102,94
427,420.5,214.5,51,56
427,671.5,157.5,33,33
427,204.5,106.5,82,101
427,111.5,105.5,58,58
427,110.5,32.5,48,36
427,236.5,6.5,59,42
427,652.5,0.5,35,18
427,31.5,0.5,25,23
428,0.5,464.5,38,16
428,511.5,463.5,39,17
428,181.5,420.5,53,36
428,66.5,419.5,32,18
428,33.5,406.5,27,15
428,214.5,385.5,37,17
428,76.5,378.5,20,20
428,34.5,366.5,42,26
428,0.5,366.5,27,15
428,211.5,363.5,38,21
428,332.5,342.5,45,36
428,44.5,333.5,40,16
428,150.5,325.5,52,17
428,0.5,324.5,28,15
428,105.5,317.5,25,19
428,259.5,288.5,38,16
428,579.5,285.5,66,30
428,370.5,283.5,40,20
428,195.5,283.5,51,29
428,148.5,280.5,20,16
428,576.5,242.5,85,29
428,267.5,237.5,26,18
428,349.5,217.5,31,18
428,698.5,201.5,22,15
429,42.5,459.5,23,15
429,141.5,434.5,42,35
429,653.5,402.5,67,77
429,212.5,398.5,45,25
429,268.5,359.5,33,18
429,389.5,357.5,41,31
429,219.5,342.5,26,18
429,399.5,323.5,47,24
429,521.5,270.5,47,22
429,429.5,251.5,30,19
429,581.5,217.5,59,38
430,203.5,444.5,60,36
430,5.5,429.5,28,17
430,51.5,398.5,24,16
430,80.5,394.5,30,20
430,84.5,372.5,23,21
430,250.5,369.5,50,43
430,263.5,341.5,45,23
430,560.5,313.5,84,42
430,164.5,308.5,29,18
430,247.5,307.5,39,21
430,312.5,280.5,40,18
430,249.5,263.5,60,32
430,322.5,249.5,35,17
430,663.5,241.5,52,47
430,475.5,227.5,30,18
430,408.5,222.5,25,15
430,592.5,214.5,39,25
430,457.5,212.5,20,18
430,482.5,197.5,50,20
430,609.5,180.5,33,25
430,648.5,176.5,34,15
430,686.5,175.5,34,18
431,398.5,465.5,48,15
431,17.5,351.5,130,88
431,296.5,302.5,76,70
431,326.5,237.5,56,35
431,198.5,207.5,47,23
431,502.5,192.5,41,22
431,51.5,190.5,38,22
431,546.5,0.5,174,16
432,122.5,295.5,98,33
432,564.5,223.5,24,18
432,303.5,223.5,95,41
432,439.5,204.5,40,21
433,571.5,383.5,45,22
433,351.5,284.5,53,16
434,479.5,375.5,36,40
434,685.5,295.5,25,35
434,504.5,236.5,23,17
434,356.5,211.5,31,35
434,567.5,209.5,21,27
434,573.5,194.5,20,16
434,20.5,173.5,61,33
434,49.5,133.5,59,29
434,237.5,119.5,36,15
436,542.5,422.5,68,58
436,649.5,328.5,22,20
436,310.5,328.5,23,24
436,684.5,325.5,29,33
436,635.5,295.5,37,20
436,305.5,281.5,59,32
436,510.5,271.5,43,20
436,92.5,268.5,66,42
436,40.5,255.5,45,16
436,446.5,251.5,20,18
436,288.5,199.5,39,23
436,668.5,192.5,27,16
436,567.5,186.5,44,20
436,3.5,184.5,47,27
436,404.5,180.5,34,19
436,207.5,150.5,56,56
436,122.5,142.5,39,17
436,37.5,133.5,51,25
436,509.5,129.5,28,17
437,182.5,462.5,56,18
437,400.5,458.5,51,22
437,587.5,448.5,86,32
437,11.5,444.5,26,27
437,689.5,433.5,31,26
437,262.5,415.5,52,31
437,489.5,412.5,55,24
437,549.5,408.5,53,28
437,77.5,406.5,40,18
437,136.5,393.5,62,36
437,383.5,387.5,30,16
437,26.5,382.5,36,17
437,685.5,378.5,24,17
437,578.5,367.5,94,52
437,61.5,362.5,46,31
437,466.5,361.5,36,20
437,550.5,358.5,26,25
437,556.5,342.5,40,15
437,252.5,332.5,120,53
437,473.5,331.5,46,17
437,59.5,327.5,52,30
437,217.5,325.5,68,21
437,250.5,306.5,50,25
437,429.5,302.5,41,15
437,334.5,302.5,69,19
437,598.5,301.5,31,21
437,566.5,284.5,44,25
437,145.5,277.5,50,20
437,283.5,275.5,34,15
437,485.5,269.5,80,31
437,106.5,268.5,34,18
437,12.5,266.5,38,20
437,169.5,250.5,22,15
437,62.5,250.5,42,17
437,368.5,249.5,31,16
438,4.5,434.5,65,44
438,83.5,419.5,105,61
438,282.5,389.5,52,47
438,354.5,323.5,175,124
438,366.5,274.5,26,19
438,131.5,274.5,30,23
438,78.5,271.5,29,19
438,159.5,249.5,26,18
438,606.5,235.5,31,18
438,429.5,235.5,74,26
438,162.5,205.5,21,18
438,331.5,204.5,80,25
438,650.5,197.5,70,25
438,522.5,174.5,58,39
438,648.5,153.5,38,19
438,610.5,149.5,33,19
438,486.5,141.5,57,49
438,189.5,139.5,32,20
438,323.5,134.5,25,31
438,249.5,132.5,48,22
438,399.5,127.5,32,16
438,347.5,127.5,26,15
438,677.5,106.5,20,19
438,311.5,96.5,34,18
438,642.5,84.5,48,20
438,461.5,83.5,77,44
438,529.5,32.5,25,15
439,545.5,432.5,31,26
439,652.5,196.5,49,57
439,613.5,138.5,26,25
439,532.5,77.5,28,38
439,463.5,54.5,53,46
439,53.5,38.5,129,103
439,403.5,14.5,51,35
440,179.5,396.5,83,46
440,195.5,355.5,50,21
440,668.5,354.5,52,48
440,9.5,341.5,64,62
440,139.5,316.5,65,52
440,422.5,310.5,42,41
440,23.5,249.5,68,84
440,196.5,246.5,85,43
440,678.5,238.5,42,35
440,560.5,237.5,48,28
440,586.5,220.5,31,19
440,388.5,216.5,50,25
440,50.5,213.5,40,17
440,439.5,198.5,35,17
440,656.5,194.5,43,26
440,697.5,187.5,23,22
440,618.5,186.5,25,20
440,457.5,180.5,20,16
440,384.5,173.5,28,16
440,632.5,172.5,25,15
440,179.5,171.5,43,19
440,93.5,168.5,68,34
440,36.5,160.5,29,26
440,313.5,155.5,34,16
440,542.5,152.5,66,19
440,487.5,145.5,20,16
440,682.5,144.5,38,15
440,443.5,129.5,38,17
440,147.5,117.5,32,23
440,514.5,112.5,26,15
440,399.5,110.5,29,15
440,587.5,93.5,26,21
440,232.5,91.5,24,21
440,188.5,84.5,27,19
440,516.5,78.5,30,18
440,469.5,75.5,25,16
440,439.5,73.5,25,22
441,633.5,443.5,43,31
441,652.5,415.5,32,29
441,223.5,415.5,86,65
441,559.5,384.5,42,42
441,632.5,375.5,35,23
441,636.5,360.5,30,21
441,674.5,358.5,33,28
441,682.5,345.5,21,23
441,636.5,340.5,22,16
441,551.5,339.5,63,47
441,614.5,338.5,20,15
441,386.5,338.5,97,53
441,544.5,311.5,26,20
441,0.5,305.5,33,29
441,534.5,291.5,25,15
441,600.5,289.5,47,26
441,563.5,274.5,22,15
441,211.5,268.5,41,26
441,508.5,262.5,36,15
441,364.5,262.5,49,25
441,401.5,248.5,78,26
441,459.5,235.5,29,19
441,252.5,232.5,35,18
441,323.5,222.5,31,19
441,482.5,217.5,32,16
441,49.5,213.5,66,42
441,288.5,195.5,58,19
441,363.5,183.5,23,17
441,431.5,178.5,42,17
441,174.5,168.5,43,23
441,241.5,158.5,27,28
441,54.5,152.5,119,40
441,4.5,139.5,57,15
443,427.5,345.5,78,56
443,127.5,295.5,25,19
443,229.5,246.5,46,26
443,420.5,234.5,53,30
443,463.5,196.5,39,16
443,312.5,171.5,24,22
443,535.5,127.5,30,18
443,617.5,107.5,62,25
443,454.5,102.5,29,19
443,482.5,83.5,33,17
443,650.5,65.5,44,19
445,594.5,394.5,20,15
445,507.5,331.5,35,36
445,38.5,65.5,27,19
446,440.5,444.5,77,36
446,330.5,361.5,57,30
446,538.5,241.5,36,22
446,212.5,225.5,58,32
446,663.5,211.5,20,22
446,328.5,209.5,46,21
446,537.5,153.5,24,15
446,323.5,131.5,26,16
446,529.5,121.5,27,19
446,493.5,107.5,27,17
446,165.5,86.5,26,20
447,149.5,449.5,48,31
447,154.5,419.5,58,30
447,41.5,419.5,33,27
447,568.5,403.5,28,17
447,426.5,402.5,47,42
447,476.5,397.5,48,34
447,192.5,386.5,35,21
447,115.5,385.5,34,22
447,583.5,377.5,30,20
447,356.5,376.5,33,19
447,289.5,363.5,41,17
447,57.5,359.5,25,17
447,258.5,346.5,23,17
447,603.5,344.5,38,21
447,146.5,334.5,29,17
447,369.5,325.5,36,19
447,558.5,319.5,37,16
447,628.5,318.5,36,17
447,29.5,315.5,34,19
447,165.5,313.5,78,21
447,209.5,294.5,37,16
447,554.5,291.5,50,18
447,585.5,263.5,80,24
447,231.5,261.5,24,19
447,435.5,258.5,24,16
447,463.5,246.5,28,19
447,344.5,239.5,26,19
448,651.5,367.5,40,49
448,421.5,275.5,40,16
448,46.5,217.5,26,20
449,90.5,457.5,50,23
449,0.5,358.5,28,23
449,37.5,344.5,22,24
449,603.5,330.5,82,48
449,217.5,311.5,63,34
449,30.5,308.5,24,18
449,62.5,298.5,27,20
449,250.5,248.5,33,16
449,344.5,236.5,35,22
449,112.5,232.5,35,21
449,607.5,228.5,48,26
449,188.5,213.5,54,26
449,343.5,211.5,31,17
449,105.5,204.5,32,18
449,279.5,199.5,65,19
449,382.5,190.5,60,25
449,156.5,187.5,23,21
449,184.5,186.5,34,16
449,350.5,171.5,27,19
449,244.5,166.5,63,19
449,423.5,120.5,48,16
449,400.5,120.5,29,21
449,334.5,116.5,46,22
449,432.5,99.5,43,19
450,74.5,454.5,57,26
450,5.5,441.5,64,39
450,680.5,440.5,40,40
450,380.5,420.5,49,43
450,124.5,392.5,89,46
450,487.5,379.5,58,53
450,629.5,368.5,56,33
450,80.5,364.5,50,46
450,20.5,354.5,37,28
450,11.5,343.5,27,18
450,698.5,337.5,22,36
450,265.5,335.5,42,25
450,120.5,325.5,25,18
450,419.5,320.5,87,44
450,208.5,310.5,36,20
450,315.5,301.5,23,26
450,136.5,301.5,88,62
450,95.5,297.5,28,22
450,266.5,288.5,45,24
450,430.5,287.5,37,23
450,513.5,283.5,73,32
450,203.5,281.5,40,20
450,120.5,281.5,40,21
450,358.5,278.5,43,25
450,97.5,274.5,34,21
450,491.5,263.5,39,22
450,315.5,262.5,36,26
450,137.5,259.5,35,19
450,381.5,235.5,37,33
450,593.5,231.5,47,27
450,336.5,225.5,47,31
450,437.5,223.5,38,17
450,501.5,220.5,59,15
450,574.5,216.5,42,17
450,195.5,215.5,100,72
450,332.5,205.5,49,19
450,384.5,203.5,77,29
450,360.5,191.5,34,18
450,465.5,188.5,57,25
450,291.5,184.5,32,19
450,567.5,177.5,34,22
450,615.5,171.5,93,34
450,521.5,167.5,22,16
450,604.5,145.5,41,30
450,526.5,139.5,29,23
450,562.5,132.5,29,15
450,566.5,110.5,38,17
452,401.5,284.5,52,23
452,260.5,257.5,28,15
453,327.5,222.5,42,33
453,642.5,169.5,34,27
453,111.5,149.5,25,18
453,205.5,114.5,27,16
453,574.5,93.5,34,15
453,0.5,0.5,152,81
454,539.5,219.5,59,31
454,19.5,168.5,35,26
454,470.5,160.5,49,18
454,576.5,95.5,21,15
454,567.5,0.5,153,41
454,0.5,0.5,97,17
455,249.5,465.5,60,15
455,144.5,453.5,45,25
455,320.5,451.5,45,29
455,465.5,441.5,47,32
455,376.5,441.5,50,38
455,513.5,431.5,24,15
455,564.5,428.5,40,29
455,325.5,403.5,30,18
455,496.5,395.5,39,25
455,216.5,356.5,31,16
455,365.5,351.5,28,16
455,203.5,339.5,30,16
455,144.5,335.5,26,16
455,102.5,333.5,58,42
455,338.5,313.5,43,31
455,78.5,295.5,23,15
455,23.5,293.5,30,22
455,304.5,292.5,21,17
455,162.5,276.5,29,17
455,201.5,275.5,39,25
456,335.5,361.5,69,56
456,404.5,152.5,27,15
457,2.5,357.5,61,68
457,644.5,356.5,76,74
457,116.5,356.5,90,71
457,589.5,337.5,31,32
457,692.5,321.5,28,23
457,538.5,308.5,43,45
457,328.5,297.5,62,45
457,398.5,294.5,51,38
457,579.5,293.5,31,20
457,442.5,262.5,65,41
457,619.5,247.5,25,23
457,582.5,241.5,24,19
457,407.5,236.5,29,27
457,599.5,226.5,21,18
457,128.5,225.5,150,102
457,511.5,215.5,24,23
457,466.5,207.5,27,22
457,557.5,198.5,20,17
457,26.5,191.5,59,24
457,389.5,181.5,38,28
457,266.5,175.5,65,49
457,516.5,166.5,36,17
457,353.5,156.5,32,23
457,455.5,143.5,65,40
457,469.5,132.5,30,28
457,427.5,127.5,32,15
457,441.5,123.5,26,18
457,0.5,117.5,27,23
457,354.5,116.5,48,27
457,377.5,107.5,37,16
457,148.5,101.5,63,68
457,134.5,89.5,32,16
457,175.5,75.5,21,17
457,233.5,73.5,32,18
457,21.5,62.5,28,26
457,345.5,57.5,20,20
457,224.5,50.5,29,15
457,277.5,44.5,34,32
457,283.5,31.5,26,20
457,214.5,31.5,33,16
457,104.5,23.5,25,17
457,30.5,13.5,33,25
457,131.5,10.5,33,19
458,645.5,423.5,41,25
458,609.5,386.5,28,18
458,684.5,384.5,29,20
458,229.5,334.5,40,23
459,233.5,460.5,71,20
459,14.5,424.5,99,56
459,448.5,336.5,114,68
459,327.5,245.5,80,55
459,624.5,244.5,67,36
459,479.5,238.5,60,34
459,607.5,216.5,35,26
459,640.5,209.5,58,33
459,700.5,208.5,20,18
459,569.5,185.5,38,23
459,87.5,185.5,52,17
459,202.5,183.5,91,40
459,664.5,166.5,28,16
459,550.5,165.5,51,20
459,488.5,150.5,45,32
459,571.5,147.5,44,15
459,409.5,141.5,44,18
459,0.5,139.5,50,46
459,617.5,132.5,28,15
459,307.5,126.5,77,43
459,61.5,126.5,28,24
459,113.5,124.5,45,22
459,209.5,119.5,82,41
459,644.5,118.5,26,25
459,541.5,118.5,34,16
459,464.5,116.5,22,33
459,364.5,114.5,54,21
459,0.5,114.5,24,19
459,512.5,108.5,27,15
459,185.5,90.5,20,15
459,552.5,87.5,30,20
459,628.5,85.5,37,20
459,379.5,76.5,31,19
459,477.5,71.5,23,27
459,536.5,68.5,24,16
459,113.5,49.5,26,19
459,202.5,48.5,27,20
459,268.5,25.5,21,15
460,517.5,114.5,41,23
461,691.5,453.5,29,27
461,191.5,449.5,20,19
461,642.5,426.5,29,17
461,282.5,412.5,25,18
461,418.5,393.5,20,16
461,313.5,363.5,25,20
461,655.5,348.5,28,20
461,477.5,279.5,29,19
462,120.5,457.5,48,23
462,38.5,448.5,43,32
462,42.5,393.5,48,31
462,166.5,390.5,53,52
462,9.5,382.5,20,15
462,125.5,370.5,27,22
462,124.5,352.5,26,18
462,376.5,342.5,73,54
462,241.5,340.5,42,25
462,166.5,333.5,30,16
462,695.5,324.5,25,30
462,117.5,320.5,26,22
462,190.5,317.5,25,16
462,252.5,303.5,34,22
462,518.5,301.5,42,24
462,594.5,291.5,63,25
462,226.5,284.5,22,16
462,322.5,281.5,26,18
462,359.5,266.5,31,16
462,220.5,255.5,34,27
462,252.5,242.5,33,15
462,330.5,236.5,37,19
462,408.5,214.5,36,16
462,537.5,211.5,33,17
462,613.5,198.5,30,15
462,339.5,193.5,47,16
462,391.5,179.5,21,17
462,437.5,173.5,42,21
462,603.5,172.5,24,19
462,482.5,167.5,28,16
462,510.5,150.5,44,24
462,576.5,130.5,47,24
463,584.5,348.5,37,23
463,543.5,302.5,31,17
464,648.5,442.5,56,38
464,686.5,401.5,34,53
464,475.5,388.5,72,40
464,568.5,375.5,58,43
464,605.5,358.5,52,25
464,481.5,323.5,33,20
464,0.5,311.5,35,35
464,264.5,309.5,72,63
464,627.5,283.5,44,36
464,540.5,279.5,59,33
464,664.5,270.5,56,40
464,0.5,262.5,33,31
464,692.5,261.5,28,17
464,446.5,256.5,59,36
464,318.5,245.5,39,18
464,267.5,243.5,44,27
464,548.5,238.5,40,20
464,407.5,234.5,41,29
464,0.5,226.5,20,19
464,572.5,225.5,87,25
464,246.5,219.5,46,18
464,170.5,218.5,79,30
464,484.5,215.5,60,33
464,510.5,209.5,42,27
464,634.5,207.5,28,15
464,600.5,202.5,25,15
464,334.5,188.5,85,32
464,595.5,161.5,41,20
464,189.5,158.5,145,46
464,387.5,151.5,53,32
464,458.5,150.5,42,15
464,31.5,147.5,50,49
464,345.5,124.5,60,27
464,202.5,121.5,54,17
464,300.5,120.5,39,18
464,61.5,111.5,39,20
464,24.5,93.5,30,18
464,75.5,85.5,57,24
464,223.5,69.5,22,17
465,601.5,439.5,52,41
465,200.5,409.5,151,71
465,516.5,405.5,80,41
465,0.5,403.5,31,50
465,315.5,380.5,57,36
465,664.5,345.5,39,33
465,479.5,342.5,77,41
465,553.5,341.5,68,68
465,39.5,332.5,100,60
465,658.5,267.5,26,19
465,50.5,262.5,90,31
465,440.5,230.5,33,21
465,657.5,226.5,39,32
465,571.5,226.5,30,18
465,264.5,213.5,56,24
465,98.5,207.5,43,21
465,644.5,206.5,22,19
465,440.5,204.5,28,19
465,171.5,202.5,55,41
465,487.5,191.5,43,22
465,435.5,188.5,31,15
465,521.5,183.5,22,18
465,213.5,175.5,50,19
465,340.5,173.5,30,15
465,207.5,160.5,24,17
465,215.5,123.5,22,16
466,271.5,360.5,22,28
466,166.5,282.5,28,39
466,0.5,210.5,35,47
466,253.5,203.5,20,20
466,136.5,128.5,21,25
466,107.5,50.5,25,25
467,70.5,350.5,62,47
467,0.5,332.5,35,35
467,6.5,287.5,51,28
467,243.5,278.5,41,26
467,51.5,240.5,42,16
467,164.5,224.5,139,42
467,63.5,215.5,35,16
467,209.5,182.5,24,15
467,242.5,173.5,31,15
467,19.5,159.5,33,24
467,9.5,147.5,32,19
468,56.5,412.5,32,29
468,158.5,385.5,47,45
468,29.5,346.5,22,17
468,261.5,221.5,22,17
469,669.5,375.5,51,37
469,0.5,371.5,59,52
469,63.5,364.5,119,76
469,580.5,325.5,67,38
469,63.5,304.5,42,15
469,141.5,285.5,41,22
469,0.5,285.5,31,21
469,370.5,278.5,95,52
469,450.5,271.5,41,20
469,567.5,251.5,35,17
469,294.5,244.5,35,18
469,602.5,223.5,25,23
469,482.5,222.5,26,16
469,12.5,216.5,35,20
469,341.5,205.5,22,15
469,535.5,0.5,185,63
469,0.5,0.5,134,17
470,662.5,362.5,46,30
470,570.5,307.5,26,21
470,448.5,290.5,39,17
470,533.5,271.5,51,28
472,59.5,407.5,60,36
472,217.5,387.5,72,27
472,53.5,382.5,42,26
472,104.5,366.5,34,19
472,143.5,327.5,57,25
472,31.5,326.5,44,20
472,590.5,310.5,55,33
